PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE_TIME,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,DISSOLVED,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,MDL,REPDL,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMIT,ANALYSIS_GROUP,METHOD_ORDER,ANALYTE_ORDER,ANALYST,LOQ,LOD,DL
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,Ethylbenzene,.,100-41-4,N,SW8021B,95.8,=,,,0.5,ug/L,1,5,5,,,100,95.8,80,120,,,,,3,,Volatile Fuels Department,40,8,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,o-Xylene,.,95-47-6,N,SW8021B,93.2,=,,,0.5,ug/L,1,5,5,,,100,93.2,80,120,,,,,3,,Volatile Fuels Department,40,9,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,P & M -Xylene,.,P & M -Xylene,N,SW8021B,188,=,,,1,ug/L,1,5,5,,,200,94.1,80,120,,,,,3,,Volatile Fuels Department,40,10,ST,2,1,0.62
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,Toluene,.,108-88-3,N,SW8021B,99.1,=,,,0.5,ug/L,1,5,5,,,100,99.1,80,120,,,,,3,,Volatile Fuels Department,40,7,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,92,=,,,0,%,1,5,5,,,50,92,80,120,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,Benzene,.,71-43-2,N,SW8021B,91.7,=,,,0.25,ug/L,1,5,5,,,100,91.7,80,120,,,,,3,,Volatile Fuels Department,40,6,ST,0.5,0.25,0.15
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,Ethylbenzene,.,100-41-4,N,SW8021B,92.4,=,,,0.5,ug/L,1,5,5,,,100,92.4,80,120,,,,,3,,Volatile Fuels Department,40,8,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,o-Xylene,.,95-47-6,N,SW8021B,81.3,=,,,0.5,ug/L,1,5,5,,,100,81.3,80,120,,,,,3,,Volatile Fuels Department,40,9,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,P & M -Xylene,.,P & M -Xylene,N,SW8021B,165,=,,,1,ug/L,1,5,5,,,200,82.5,80,120,,,,,3,,Volatile Fuels Department,40,10,ST,2,1,0.62
,CCV2 for HBN 1747524 (VFC/1344,1,,1363269,CCV2,,11/2/2016 18:07,11/1/2016 22:18,VFC13444,,,,Toluene,.,108-88-3,N,SW8021B,101,=,,,0.5,ug/L,1,5,5,,,100,101,80,120,,,,,3,,Volatile Fuels Department,40,7,ST,1,0.5,0.31
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,"1,2-Dichloroethane",.,107-06-2,N,SW8260B,0,U,,,0.25,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,7,CRD,0.5,0.25,0.15
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,"1,2-Dichloroethane-D4 (surr)",.,17060-07-0,S,SW8260B,114,=,,,0,%,1,5,5,,,30,114,81,118,,,,,3,,Volatile GC/MS,90,62,CRD,0,0,0
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,SW8260B,114,=,,,0,%,1,5,5,,,30,114,85,114,,,,,3,,Volatile GC/MS,90,69,CRD,0,0,0
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,Benzene,.,71-43-2,N,SW8260B,0,U,,,0.2,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,1,CRD,0.4,0.2,0.12
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,Ethylbenzene,.,100-41-4,N,SW8260B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,3,CRD,1,0.5,0.31
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,Naphthalene,.,91-20-3,N,SW8260B,0,U,,,5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,57,CRD,10,5,3.1
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,o-Xylene,.,95-47-6,N,SW8260B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,58,CRD,1,0.5,0.31
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,P & M -Xylene,.,P & M -Xylene,N,SW8260B,0,U,,,1,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,55,CRD,2,1,0.62
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,Toluene,.,108-88-3,N,SW8260B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile GC/MS,90,2,CRD,1,0.5,0.31
,IB for HBN 1747012 (VMS/16336),1,,1362149,IB,,10/27/2016 17:01,10/25/2016 12:31,VMS16336,,,,Toluene-d8 (surr),.,2037-26-5,S,SW8260B,101,=,,,0,%,1,5,5,,,30,101,89,112,,,,,3,,Volatile GC/MS,90,68,CRD,0,0,0
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,88.9,=,,,0,%,1,5,5,,,50,88.9,77,115,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,104,=,,,0,%,1,5,5,,,0.05,104,50,150,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,Benzene,.,71-43-2,N,SW8021B,0,U,,,0.25,ug/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,6,ST,0.5,0.25,0.15
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,Ethylbenzene,.,100-41-4,N,SW8021B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,8,ST,1,0.5,0.31
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,Gasoline Range Organics,.,GRO,N,AK101,0.0353,J,,,0.05,mg/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,o-Xylene,.,95-47-6,N,SW8021B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,9,ST,1,0.5,0.31
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,P & M -Xylene,.,P & M -Xylene,N,SW8021B,0,U,,,1,ug/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,10,ST,2,1,0.62
,IB for HBN 1747524 (VFC/13444),1,,1363264,IB,,11/2/2016 18:07,11/1/2016 11:40,VFC13444,,,,Toluene,.,108-88-3,N,SW8021B,0,U,,,0.5,ug/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,7,ST,1,0.5,0.31
,IB for HBN 1747553 (VFC/13449),1,,1363390,IB,,11/3/2016 11:59,11/2/2016 10:14,VFC13449,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,78.3,=,,,0,%,1,5,5,,,0.05,78.3,50,150,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,IB for HBN 1747553 (VFC/13449),1,,1363390,IB,,11/3/2016 11:59,11/2/2016 10:14,VFC13449,,,,Gasoline Range Organics,.,GRO,N,AK101,0,U,,,0.05,mg/L,1,5,5,,,,,,,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,ICV for HBN 1746998 (MMS/9598),1,,1362043,ICV,,10/27/2016 13:33,10/27/2016 8:40,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.201,=,,,0.0001,mg/L,1,100,100,,,0.2,100,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,LABREFQC,2,10/13/2016 20:00,1168773009,OS,,10/21/2016 10:10,10/21/2016 16:47,SPT10029,,,,Total Solids,.,PCT_Solids,N,SM21 2540G,92.1,=,,,,%,1,1,1,92.1,,,,,,,,,,3,,Solids,1200,2,RJA,,,
,LABREFQC,2,10/19/2016 20:22,1166352011,OS,,10/21/2016 11:49,10/21/2016 16:47,SPT10029,,,,Total Solids,.,PCT_Solids,N,SM21 2540G,89.3,=,,,,%,1,1,1,89.3,,,,,,,,,,3,,Solids,1200,2,RJA,,,
,LABREFQC,2,10/20/2016 18:02,1166372006,OS,,10/24/2016 10:14,10/24/2016 16:53,SPT10030,,,,Total Solids,.,PCT_Solids,N,SM21 2540G,39,=,,,,%,1,1,1,39,,,,,,,,,,3,,Solids,1200,2,IAS,,,
,LABREFQC,7,10/20/2016 17:17,1361500,OS,,10/25/2016 15:24,10/27/2016 10:36,MMS9598,MXX30314,SW3050B,10/26/2016 9:47,Lead,.,7439-92-1,N,SW6020A,4.84,=,,,0.478,mg/Kg,50,1.046,50,,,,,,,,,,,3,,Metals by ICP/MS,15,13,VDL,0.956,0.478,0.296
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,81.6,=,,,0,%,1,116.357,25,,,537,81.6,72,119,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,9.1,=,,,0,%,1,116.357,25,,,0.537,9.1,50,150,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,Benzene,.,71-43-2,N,SW8021B,0,U,,,2.69,ug/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,6,ST,5.37,2.69,1.72
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,Ethylbenzene,.,100-41-4,N,SW8021B,0,U,,,5.35,ug/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,8,ST,10.7,5.35,3.35
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,Gasoline Range Organics,.,GRO,N,AK101,0.333,J,,,0.535,mg/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,5,ST,1.07,0.535,0.322
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,o-Xylene,.,95-47-6,N,SW8021B,0,U,,,5.35,ug/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,9,ST,10.7,5.35,3.35
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,P & M -Xylene,.,P & M -Xylene,N,SW8021B,0,U,,,10.8,ug/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,10,ST,21.5,10.8,6.45
,LABREFQC,7,10/20/2016 17:40,1363050,OS,,11/2/2016 8:48,11/1/2016 19:30,VFC13444,VXX29900,SW5035A,10/20/2016 17:40,Toluene,.,108-88-3,N,SW8021B,0,U,,,5.35,ug/Kg,1,116.357,25,,,,,,,,,,,3,,Volatile Fuels Department,40,7,ST,10.7,5.35,3.35
,LCS for HBN 1746815 [MXX/30314,2,,1361499,LCS,,10/25/2016 15:23,10/27/2016 11:24,MMS9598,MXX30314,SW3050B,10/26/2016 9:47,Lead,.,7439-92-1,N,SW6020A,52.6,=,,,0.1,mg/Kg,10,1,50,,,50,105,84,118,,,,,3,,Metals by ICP/MS,15,13,VDL,0.2,0.1,0.062
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,"1,2-Dichloroethane",.,107-06-2,N,SW8260B,838,=,,,5,ug/Kg,1,50,25,,,750,112,73,128,,,,,3,,Volatile GC/MS,90,7,CRD,10,5,3.1
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,"1,2-Dichloroethane-D4 (surr)",.,17060-07-0,S,SW8260B,104,=,,,0,%,1,50,25,,,750,104,71,136,,,,,3,,Volatile GC/MS,90,62,CRD,0,0,0
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,4-Bromofluorobenzene (surr),.,460-00-4,S,SW8260B,108,=,,,0,%,1,50,25,,,750,108,55,151,,,,,3,,Volatile GC/MS,90,69,CRD,0,0,0
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Benzene,.,71-43-2,N,SW8260B,797,=,,,6.25,ug/Kg,1,50,25,,,750,106,77,121,,,,,3,,Volatile GC/MS,90,1,CRD,12.5,6.25,3.9
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Ethylbenzene,.,100-41-4,N,SW8260B,759,=,,,12.5,ug/Kg,1,50,25,,,750,101,76,122,,,,,3,,Volatile GC/MS,90,3,CRD,25,12.5,7.8
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Naphthalene,.,91-20-3,N,SW8260B,599,=,,,25,ug/Kg,1,50,25,,,750,79.9,62,129,,,,,3,,Volatile GC/MS,90,57,CRD,50,25,15
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,o-Xylene,.,95-47-6,N,SW8260B,754,=,,,12.5,ug/Kg,1,50,25,,,750,101,77,123,,,,,3,,Volatile GC/MS,90,58,CRD,25,12.5,7.8
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,P & M -Xylene,.,P & M -Xylene,N,SW8260B,1490,=,,,25,ug/Kg,1,50,25,,,1500,99.4,77,124,,,,,3,,Volatile GC/MS,90,55,CRD,50,25,15
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Toluene,.,108-88-3,N,SW8260B,769,=,,,12.5,ug/Kg,1,50,25,,,750,103,77,121,,,,,3,,Volatile GC/MS,90,2,CRD,25,12.5,7.8
,LCS for HBN 1746887 [VXX/29848,2,,1361712,LCS,,10/26/2016 9:27,10/25/2016 12:59,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Toluene-d8 (surr),.,2037-26-5,S,SW8260B,99.7,=,,,0,%,1,50,25,,,750,99.7,85,116,,,,,3,,Volatile GC/MS,90,68,CRD,0,0,0
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,91.5,=,,,0,%,1,50,25,,,1250,91.5,72,119,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Benzene,.,71-43-2,N,SW8021B,1270,=,,,6.25,ug/Kg,1,50,25,,,1250,102,75,125,,,,,3,,Volatile Fuels Department,40,6,ST,12.5,6.25,4
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Ethylbenzene,.,100-41-4,N,SW8021B,1290,=,,,12.5,ug/Kg,1,50,25,,,1250,103,75,125,,,,,3,,Volatile Fuels Department,40,8,ST,25,12.5,7.8
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,o-Xylene,.,95-47-6,N,SW8021B,1250,=,,,12.5,ug/Kg,1,50,25,,,1250,100,75,125,,,,,3,,Volatile Fuels Department,40,9,ST,25,12.5,7.8
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,P & M -Xylene,.,P & M -Xylene,N,SW8021B,2560,=,,,25,ug/Kg,1,50,25,,,2500,103,80,125,,,,,3,,Volatile Fuels Department,40,10,ST,50,25,15
,LCS for HBN 1747467 [VXX/29900,2,,1363037,LCS,,11/2/2016 8:45,11/1/2016 13:13,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Toluene,.,108-88-3,N,SW8021B,1290,=,,,12.5,ug/Kg,1,50,25,,,1250,104,70,125,,,,,3,,Volatile Fuels Department,40,7,ST,25,12.5,7.8
,LCS for HBN 1747467 [VXX/29900,2,,1363039,LCS,,11/2/2016 8:45,11/1/2016 13:50,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,114,=,,,0,%,1,50,25,,,1.25,114,50,150,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,LCS for HBN 1747467 [VXX/29900,2,,1363039,LCS,,11/2/2016 8:45,11/1/2016 13:50,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Gasoline Range Organics,.,GRO,N,AK101,13.3,=,,,1.25,mg/Kg,1,50,25,,,12.5,106,60,120,,,,,3,,Volatile Fuels Department,40,5,ST,2.5,1.25,0.75
,LCS for HBN 1747533 [VXX/29911,2,,1363302,LCS,,11/3/2016 7:59,11/2/2016 19:04,VFC13449,VXX29911,SW5035A,11/2/2016 0:30,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,86.4,=,,,0,%,1,50,25,,,1.25,86.4,50,150,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,LCS for HBN 1747533 [VXX/29911,2,,1363302,LCS,,11/3/2016 7:59,11/2/2016 19:04,VFC13449,VXX29911,SW5035A,11/2/2016 0:30,Gasoline Range Organics,.,GRO,N,AK101,12.5,=,,,1.25,mg/Kg,1,50,25,,,12.5,99.9,60,120,,,,,3,,Volatile Fuels Department,40,5,ST,2.5,1.25,0.75
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,91.2,=,,,0,%,1,50,25,,,1250,91.2,72,119,,0.35,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Benzene,.,71-43-2,N,SW8021B,1280,=,,,6.25,ug/Kg,1,50,25,,,1250,103,75,125,,0.86,0,20,3,,Volatile Fuels Department,40,6,ST,12.5,6.25,4
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Ethylbenzene,.,100-41-4,N,SW8021B,1300,=,,,12.5,ug/Kg,1,50,25,,,1250,104,75,125,,0.72,0,20,3,,Volatile Fuels Department,40,8,ST,25,12.5,7.8
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,o-Xylene,.,95-47-6,N,SW8021B,1250,=,,,12.5,ug/Kg,1,50,25,,,1250,99.8,75,125,,0.48,0,20,3,,Volatile Fuels Department,40,9,ST,25,12.5,7.8
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,P & M -Xylene,.,P & M -Xylene,N,SW8021B,2560,=,,,25,ug/Kg,1,50,25,,,2500,102,80,125,,0.15,0,20,3,,Volatile Fuels Department,40,10,ST,50,25,15
,LCSD for HBN 1747467 [VXX/2990,2,,1363038,LCSD,,11/2/2016 8:45,11/1/2016 13:32,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Toluene,.,108-88-3,N,SW8021B,1320,=,,,12.5,ug/Kg,1,50,25,,,1250,105,70,125,,1.6,0,20,3,,Volatile Fuels Department,40,7,ST,25,12.5,7.8
,LCSD for HBN 1747467 [VXX/2990,2,,1363040,LCSD,,11/2/2016 8:45,11/1/2016 14:09,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,112,=,,,0,%,1,50,25,,,1.25,112,50,150,,1.8,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,LCSD for HBN 1747467 [VXX/2990,2,,1363040,LCSD,,11/2/2016 8:45,11/1/2016 14:09,VFC13444,VXX29900,SW5035A,10/31/2016 0:30,Gasoline Range Organics,.,GRO,N,AK101,12.5,=,,,1.25,mg/Kg,1,50,25,,,12.5,99.6,60,120,,6.5,0,20,3,,Volatile Fuels Department,40,5,ST,2.5,1.25,0.75
,LCSD for HBN 1747533 [VXX/2991,2,,1363303,LCSD,,11/3/2016 7:59,11/2/2016 19:22,VFC13449,VXX29911,SW5035A,11/2/2016 0:30,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,86.4,=,,,0,%,1,50,25,,,1.25,86.4,50,150,,0.046,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,LCSD for HBN 1747533 [VXX/2991,2,,1363303,LCSD,,11/3/2016 7:59,11/2/2016 19:22,VFC13449,VXX29911,SW5035A,11/2/2016 0:30,Gasoline Range Organics,.,GRO,N,AK101,12.2,=,,,1.25,mg/Kg,1,50,25,,,12.5,97.3,60,120,,2.6,0,20,3,,Volatile Fuels Department,40,5,ST,2.5,1.25,0.75
,LLIQC for HBN 1746998 (MMS/959,1,,1362045,LLIQC,,10/27/2016 13:33,10/27/2016 9:02,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.000244,=,,,0.0001,mg/L,1,100,100,,,0.0002,122,70,130,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,MB for HBN 1746687 [SPT/10029],2,,1361091,MB,,10/24/2016 9:25,10/21/2016 16:47,SPT10029,,,,Total Solids,.,PCT_Solids,N,SM21 2540G,100,=,,,,%,1,1,1,,,,,,,,,,,3,,Solids,1200,2,RJA,,,
,MB for HBN 1746788 [SPT/10030],2,,1361386,MB,,10/25/2016 9:46,10/24/2016 16:53,SPT10030,,,,Total Solids,.,PCT_Solids,N,SM21 2540G,100,=,,,,%,1,1,1,,,,,,,,,,,3,,Solids,1200,2,IAS,,,
,MB for HBN 1746815 [MXX/30314],2,,1361498,MB,,10/25/2016 15:23,10/27/2016 11:19,MMS9598,MXX30314,SW3050B,10/26/2016 9:47,Lead,.,7439-92-1,N,SW6020A,0,U,,,0.1,mg/Kg,10,1,50,,,,,,,,,,,3,,Metals by ICP/MS,15,13,VDL,0.2,0.1,0.062
,MB for HBN 1746887 [VXX/29848],2,,1361711,MB,,10/26/2016 9:27,10/25/2016 12:31,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,"1,2-Dichloroethane",.,107-06-2,N,SW8260B,0,U,,,5,ug/Kg,1,50,25,,,,,,,,,,,3,,Volatile GC/MS,90,7,CRD,10,5,3.1
,MB for HBN 1746887 [VXX/29848],2,,1361711,MB,,10/26/2016 9:27,10/25/2016 12:31,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,"1,2-Dichloroethane-D4 (surr)",.,17060-07-0,S,SW8260B,114,=,,,0,%,1,50,25,,,750,114,71,136,,,,,3,,Volatile GC/MS,90,62,CRD,0,0,0
,MB for HBN 1746887 [VXX/29848],2,,1361711,MB,,10/26/2016 9:27,10/25/2016 12:31,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,4-Bromofluorobenzene (surr),.,460-00-4,S,SW8260B,114,=,,,0,%,1,50,25,,,750,114,55,151,,,,,3,,Volatile GC/MS,90,69,CRD,0,0,0
,MB for HBN 1746887 [VXX/29848],2,,1361711,MB,,10/26/2016 9:27,10/25/2016 12:31,VMS16336,VXX29848,SW5035A,10/25/2016 5:00,Benzene,.,71-43-2,N,SW8260B,0,U,,,6.25,ug/Kg,1,50,25,,,,,,,,,,,3,,Volatile GC/MS,90,1,CRD,12.5,6.25,3.9
